Registro_ANS;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS
316423;9,29502E+13;FALÊNCIA DE - SERVIÇOS MÉDICOS A INDUSTRIA E COMÉRCIO LTDA.;SEMIC RS;Medicina de Grupo;R. ALCIDES CRUZ;126;;SANTA CECÍLIA;Porto Alegre;RS;90630160;51;3161800;3161808;;;;;28/12/1998
412651;2,1506E+12;FALÊNCIA DE - SIS SISTEMAS INTERATIVOS DE SAUDE;PRONTOSAUDESIS;Medicina de Grupo;AV. PAULISTA;171;8º ANDAR;CERQUEIRA CÉSAR;São Paulo;SP;1311000;11;35495900;50.780.499;SIS@SISTEMASAUDE.COM.BR;JUAN CUEVAS SAUS;SOCIO-GERENTE;;16/11/2000
414409;4,28832E+12;FALÊNCIA DE - TOP CARE SAUDE LTDA.;MASTER SAÚDE;Medicina de Grupo;TRAVESSA ANTÔNIO BAENA;44;;BAIRRO DE FÁTIMA;Belém;PA;66085050;91;2897300;2897322;informatica@topcaresaude.com.br;UBIRAJARA TORRES CUCOCO JUNIOR;SOCIO GERENTE;1;21/11/2002
408433;3,00464E+12;FALÊNCIA DE - VITÓRIA SERVIÇOS DE SAÚDE LTDA.;VITÓRIA SAÚDE;Medicina de Grupo;AV LEITÃO DA SILVA;114;SALA 204;PRAIA DO SUÁ;Vitória;ES;29052111;27;3455142;3240149;ghsc@escelsa.com.br;MARCO ANTONIO SOARES CALAZANS;SOCIO GERENTE;;24/09/1999
407470;2,4995E+12;FALÊNCIA DE ABRASP EMPREENDIMENTOS ADMINISTRADORA DE BENEFÍCIOS S/C LTDA;MED-SYSTEM;Medicina de Grupo;R. ANDRÉ BERNARDES;368;;PARQUE CRUZEIRO DO SUL;São Paulo;SP;8070290;11;62614079;;;ALEXANDRE CONSTANTINO;;;20/08/1999
319341;2,76789E+13;FALÊNCIA DE ADRESS ADM., REPRES. DE SISTEMAS DE SAUDE LTDA ;ADRESS;Medicina de Grupo;RUA MORAIS E VALE;111;;LAPA;Rio de Janeiro;RJ;20021260;21;5098181;2424821;info@adress.com.br;PATRICIA GALEMBECK JORDAO;SÓCIO;;21/12/1998
340642;5,23702E+13;FALÊNCIA DE AME ASSISTÊNCIA MÉDICA AS EMPRESAS  LTDA;AME;Medicina de Grupo;RUA ANTONIO DE CAMARGO;266;;JARDIM SÃO JORGE;Guarulhos;SP;7114360;11;2081966;2081966;;MARILUCI JUNG;SÓCIA GERENTE;;19/01/1999
374679;3,96153E+13;FALÊNCIA DE AMEP ASSISTENCIA MEDICA PLANEJADA LTDA. ;AMEP SAUDE;Medicina de Grupo;AV. N. SENHORA DA PENHA;565;ED. ROYAL CENTER;SANTA LÚCIA;Vitória;ES;29055131;27;3242522;3242522;;MANOEL FERNANDES RODRIGUES DA CUNHA;SÓCIO;;08/01/1999
350508;8,77849E+13;FALÊNCIA DE AMIC ASSISTÊNCIA MÉDICA INTEGRADA SC LTDA ;;Medicina de Grupo;PRAÇA OSWALDO CRUZ;15;sala 201;CENTRO;Porto Alegre;RS;90030160;51;32112805;32113981;;HAROLDO JOSÉ M. CHAGAS;REPRESENTANTE LEGAL DA OPERADO;;22/12/1998
387622;3,87203E+11;FALÊNCIA DE ASSITALIA ASSITENCIA MEDICA S/C LTDA;ASSITALIA;Medicina de Grupo;RUA REGO FREITAS;454 CJ. 73;;VILA BUARQUE;São Paulo;SP;1220010;11;2140666;2140666;;JOAQUIM TOMAZ DE AQUINO JR.;SÓCIO-GERENTE;;05/01/1999
394009;6,68661E+13;FALÊNCIA DE AVICCENA ASSISTÊNCIA MÉDICA  LTDA. ;AVIMED SAÚDE;Medicina de Grupo;CALÇADA FLOR DE LOTUS;81;CONJ 74;ALPHAVILLE;Barueri;SP;6453000;11;31464600;31498012;rubens.alonso@avimed.com.br;ALI AYOUB AYOUB;SÓCIO ADMINISTRADOR;4;16/12/1998
344877;2,90813E+12;FALÊNCIA DE CANP SAUDE S/S LTDA;SÃO BRAZ SAÚDE;Medicina de Grupo;AV. GOVERNADOR JOSÉ MALCHER;2613;;SÃO BRAZ;Belém;PA;66090100;91;40087960;40087960;contatocanp@yahoo.com.br;OSCAR NIVALDO DOS SANTOS PIMENTA;DIRETOR PRESIDENTE;6;24/12/1998
303828;6,76662E+13;FALÊNCIA DE CEMEDKA PLANOS DE ASSISTENCIA MÉDICA S/C LTDA;CEMEDKA;Medicina de Grupo;RUA IACANGA;Nº 40;SALA 08;JARDIM SÃO JOSÉ;Poá;SP;8567350;11;61922160;2940081;;ADRIANA SILVA PEREIRA;GERENTE ADMINISTRATIVA;;28/12/1998
409553;3,45826E+12;FALÊNCIA DE CLASSIC SAUDE LTDA;CLASSIC SAUDE;Medicina de Grupo;RUA VER. MANOEL MACEDO;300;S/05;CENTRO;Tanguá;RJ;24890000;21;38069000;38069002;;MAURILIO GIOVANNI MENDES ALEVATO;SOCIO GERENTE;4;05/11/1999
400955;1,65601E+13;FALÊNCIA DE CLIDEME ASSISTÊNCIA MÉDICO-DENTÁRIA S/C LTDA ;CLIDEME;Medicina de Grupo;RUA ITUIATABA;95;;PRADO;Belo Horizonte;MG;30410660;31;2951788;2955028;;JOSÉ EDUARDO DA SILVA;SÓCIO GERENTE;;23/02/1999
323845;6,88098E+13;FALÊNCIA DE CLIMOJ - ASSISTÊNCIA MÉDICA DE JACAREPAGUÁ LTDA ;CLIMOJ - ASSISTÊNCIA MÉDICA DE JACAREPAGUÁ LTDA;Medicina de Grupo;RUA SAMUEL DAS NEVES;98;;JACAREPAGUÁ;Rio de Janeiro;RJ;22770110;21;4252974;3927967;;MARCOS ANTONIO SOARES;DIRETOR GERENTE;;15/01/1999
411370;3,38378E+12;FALÊNCIA DE CODEB - COOPERATIVA DOS EVANGÉLICOS DE BELÉM ;CODEB;Medicina de Grupo;RUA SÃO BENTO ;257;;BENGUI;Belém;PA;66633450;91;2797551;2797355;;DOMINGOS DE SENA ROSA;PRESIDENTE;;17/05/2000
386375;4,94613E+13;FALÊNCIA DE CRISTO REI SAUDE ASSISTENCIA MÉDICA S/C LTDA. ;CRISTO REI SAUDE;Medicina de Grupo;LARGO DE SÃO BENTO;64;;CENTRO;São Paulo;SP;1029010;11;2288822;2288822;;LILIAN SARATANI SCHIAVO;SÓCIA-GERENTE;;24/12/1998
414166;4,51743E+12;FALÊNCIA DE ESSENCIAL SISTEMA DE SAÚDE S/C LTDA. ;ESSENCIAL  SAÚDE;Medicina de Grupo;AV. MARECHAL FLORIANO PEIXOTO;304;;GONZAGA;Santos;SP;6500000;11;32143805;32310029;essencialdiretoria@uol.com.br;CLAUDIO LOGUERCIO JUNIOR;ADMINISTRADOR;;21/08/2001
317403;3,94684E+13;FALÊNCIA DE GLOBAL ASSISTENCIA MEDICA S/C ;GLOBAL SAÚDE;Medicina de Grupo;RUA QUINTINO BOCAIUVA;25;;CANTRO;Nova Iguaçu;RJ;26210150;21;37708200;37708200;globalam@terra.com.br ;EDUARDO HENRIQUE FOLGADO GONÇALVES;SOCIO GERENTE;3;03/02/1999
305600;6,06809E+13;FALÊNCIA DE INTERCLÍNICAS PLANOS DE SAÚDE S/A ;INTERCLÍNICAS;Medicina de Grupo;AV. NETUNO;32;;ALPHAVILLE;Santana de Parnaíba;SP;6541015;11;41910111;41916163;poq@interclinicas.com.br;LUIZ CÉSAR AMBROGI GONÇALVES;DIRETOR VICE-PRESIDENTE;4;17/12/1998
408387;3,36515E+12;FALÊNCIA DE INTERSAU SERVIÇOS MÉDICOS LTDA;MASTER - SERVIÇOS DE SAUDE;Medicina de Grupo;AV. PEDRO II;1269;SALA 204;CENTRO;João Pessoa;PB;58040440;83;2415612;;;ROBERTO DE LIRA RANGEL;SÓCIO DIRETOR;;21/09/1999
402958;3,05235E+12;FALÊNCIA DE MAXIMED OPERADORA DE PLANOS DE SAUDE LTDA. ;MAXIMA SAUDE;Medicina de Grupo;SC/SUL QUADRA 02 BLOCO C;252;;ASA SUL;Brasília;DF;70317900;61;39640709;39640709;maximasaude@maximedassociados.brte.com.br;ALEXANDRE AUGUSTO DOS SANTOS BARBOSA;SOCIO GERENTE;6;31/03/1999
412392;2,15502E+12;FALÊNCIA DE MED PROG - MEDICINA PROGRAMADA LTDA. ;MEDIC LIFE;Medicina de Grupo;AV. MARECHAL MASCARENHAS DE MORAES;2674;1º/2º/3º PAVIMENTO;JESUS DE NAZARETH;Vitória;ES;29052120;27;2002125;2002125;;CARLOS ALBERTO FRANÇA PORTO;GERENTE;;29/09/2000
322806;1,97894E+12;FALÊNCIA DE MEDPLAN - SERVIÇOS MÉDICOS E ODONTOLÓGICOS LTDA. ;MEDPLAN;Medicina de Grupo;AV. MARECHAL MASCARENHAS DE MORAES;2762;;BENTO FERREIRA;Vitória;ES;29052120;27;3240363;3241290;;RICARDO DALLA BERNARDINA;;;18/01/1999
410535;1,65405E+12;FALÊNCIA DE MEDPLAN ASSISTÊNCIA E SAÚDE;MEDPLAN ASSISTÊNCIA E SAÚDE;Medicina de Grupo;JOÃO MANOEL;50;;CENTRO;Porto Alegre;RS;90010030;51;2276741;2276741;;LISSANDRO PINTO DA SILVEIRA;PRESIDENTE;;21/02/2000
406732;3,27982E+12;FALÊNCIA DE MJA ASSISTÊNCIA MEDICA LTDA. ;MEDIC LIFE;Medicina de Grupo;AV.: AMÉRICA;18;;JARDIM AMERICA;Cariacica;ES;29140050;27;2264540;2260921;mediclife@escelsa.com.br;GILBERTO AZEVEDO GOMES;XXXXX;;23/07/1999
403881;3,09978E+12;FALÊNCIA DE NOTA ADMINISTRAÇÃO E PARTICIPAÇÃO LTDA ;UNIÃO SAUDE;Medicina de Grupo;RUA LIBIA DE CASTRO ASSIS;59;;BOA VIAGEM;Recife;PE;51030410;81;4274424;2415863;;ALCIDES JOSÉ LEAL PONCE DE LEON;DIRETOR;;28/04/1999
408441;3,24816E+12;FALÊNCIA DE ODONTO-SAÚDE ASSISTÊNCIA ODONTOLÓGICA S/C LTDA;ODONTO-SAÚDE;Medicina de Grupo;RUA VISCONDE DE RIO BRANCO;705;;CENTRO;Ribeirão Preto;SP;14015050;16;6361568;6100312;;LUIZ FERNANDO CITELLI;SÓCIO;;29/09/1999
350621;5,63593E+13;FALÊNCIA DE PAZ MED PLANO DE SAUDE S/C LTDA.;PAZ MED;Medicina de Grupo;RUA CÂNDIDO CARNEIRO ;663;BLOCO A;BOM JESUS;São José do Rio Preto;SP;15014200;17;2318111;2318111;;ASSIS DE PAULA MANZATO;DIRETOR;;18/12/1998
342220;6,87896E+13;FALÊNCIA DE PLANO DE ASSISTENCIA MÉDICA MILLER LTDA. ;;Medicina de Grupo;RUA NESTOR;131;;SANTA CRUZ;Rio de Janeiro;RJ;23515240;21;3055050;3055051;;VIVIANE ALVES DA CRUZ;TÉCNICA EM CONTABILIDADE;;17/12/1998
403954;6,80147E+13;FALÊNCIA DE PLANO DE SAÚDE SANTISTA S/C LTDA ;PLANO DE SAÚDE SANTISTA S/C LTDA;Medicina de Grupo;RUA MARANHÃO;15;;JOSÉ MENINO;Santos;SP;11065410;13;32514333;32514333;escudoreal@escudoreal.com.br;ALICE ISABEL PAES CABRAL;SOCIA GERENTE;;28/04/1999
356522;1,60985E+13;FALÊNCIA DE POLIMÉDICA - ASSISTÊNCIA MÉDICA LTDA ;POLIMEDICA ASSISTÊNCIA MEDICA;Medicina de Grupo;AV MIGUEL CALMON - ED. ALM.BARROSO;459;SALA 304/305;COMERCIO;Salvador;BA;40015010;71;33514370;33530471;polimedicasaude@gmail.com;GILBERTO BATISTA PEREIRA;ADMINISTRADOR;6;17/12/1998
313220;4,15132E+12;FALÊNCIA DE PROTEÇÃO E ASSISTÊNCIA MÉDICA À SAÚDE S/S LTDA;PRO SAÚDE BELÉM;Medicina de Grupo;TV.DOM ROMUALDO DE SEIXAS;1563;;UMARIZAL;Belém;PA;66055200;91;40062030;40062006;;NEMER FRAIHA FILHO;DIRETOR;6;06/01/1999
411949;1,17358E+13;FALÊNCIA DE PRUDENT CONSULTÓRIOS ODONTOLÓGICOS LTDA ;PRUDENT;Odontologia de Grupo;RUA CARDEAL ARCOVERDE;214;CASA;GARÇAS;Recife;PE;52011240;81;2771;32216016;prudent-consultorios@bol.com.br;LUCIANA MACHADO GADELHA DO ESPIRITO SANTO;DIRETORA;;21/08/2000
401307;2,74491E+13;FALÊNCIA DE SAMEG - SERVIÇO DE ASSISTENCIA MÉDICA DE GRUPO LTDA. ;SAMEG;Medicina de Grupo;AV MAL MASCARENHAS DE MORAES;2674;;BENTO FERREIRA;Vitória;ES;29052121;27;3459711;3459711;;GERALDO ALVES SICUPIRA;SÓCIO-GERENTE;;03/03/1999
413526;4,31235E+12;FALÊNCIA DE SAUDE CLAN LTDA;UNISAUDE RIO;Medicina de Grupo;AV PRESIDENTE VARGAS;534;14º ANDAR;CENTRO;Rio de Janeiro;RJ;20071000;21;27221987;21959487;unisaude.rio@ig.com.br;JOSÉ ANTONIO PEREIRA MAYO;SÓCIO-ADMINISTRADOR;4;16/04/2001
410896;2,9414E+12;FALÊNCIA DE SAUDE EXCLUSIV ASSISTÊNCIA MÉDICA S/C LTDA;SAÚDE EXCLUSIV;Medicina de Grupo;AV.SÃO JOÃO;324;7º ANDAR CONJ. 704;CENTRO;São Paulo;SP;1036000;11;32249405;;saudeexclusiv@uol.com.br;MONICA ELIZA SOUZA DA SILVA;DIRETORA ADMINISTRATIVA E FINA;;21/03/2000
412368;4,01057E+12;FALÊNCIA DE SAUDE PLUS ASSISTENCIA MEDICA  LTDA ;SAUDE PLUS ASSISTENCIA MEDICA  LTDA;Medicina de Grupo;RUA DR. CARLOS DE CARVALHO,;149;10º ANDAR;CENTRO;Curitiba;PR;80410180;41;32320003;32328871;administração@saudeplus.com;LEONILDA VIEIRA DA COSTA;SOCIA GERENTE;4;28/09/2000
353248;5,86236E+13;FALÊNCIA DE SAUDE UNICOR ASSISTENCIA MÉDICA LTDA.;SAÚDE UNICÓR;Medicina de Grupo;AV. DR. ADHEMAR DE BARROS;195;;VILA ADYANNA;São José dos Campos;SP;12300000;12;3222000;;;RENATO DUPRAT FILHO;SÓCIO GERENTE;;24/12/1998
399442;2,9419E+13;FALÊNCIA DE SAVE ASSISTENCIA MEDICA E HOSPITALAR S/C LTDA.;SAVE ASSISTENCIA MEDICA;Medicina de Grupo;RUA DAS MARRECAS;33;SALA 602;CENTRO;Rio de Janeiro;RJ;20031120;21;25186499;25186499;;FRANCISCO CANINDE DE MEDEIROS;SOCIO DIRETOR;;16/12/1998
405337;1,75826E+12;FALÊNCIA DE SERVI SAÚDE ASSISTÊNCIA MÉDICA LTDA;HELP MED - ASSISTÊNCIA MÉDICA;Medicina de Grupo;PRAIA DE BOTAFOGO;501;SALA 113;BOTAFOGO;Rio de Janeiro;RJ;22250040;21;25866020;;prodent@.zaz.ssa.com.br;FERNANDO SOARES JÚNIOR;SÓCIO GERENTE;;24/06/1999
348767;2,78401E+13;FALÊNCIA DE SMB SISTEMA MEDICO BRASILEIRO LTDA;SMB SAÚDE;Medicina de Grupo;RUA GETÚLIO VARGAS;64;SALA 211 - PARTE;CENTRO;Rio Bonito;RJ;28800000;21;2221 0196;;smbsaude@yahoo.com.br;JOÃO PEDRO DE ALCANTARA BOCAYUVA BULCÃO;DIRETOR PRESIDENTE;;21/12/1998
408239;7,36862E+11;FALÊNCIA DE TOI - TRATAMENTO ODONTOLÓGICO INTEGRADO LTDA.;TOI TRATAMENTO ODONTOLOGICO INTEGRADO LTDA;Odontologia de Grupo;AV. BERNADINO DE CAMPOS;502;;POMPEIA;Santos;SP;11065002;13;32522050;32522050;;ROSA ANGELA PROFETA;SÓCIA-GERENTE;5;13/09/1999
391298;2,54687E+13;FALÊNCIA DE TRANSCLINICA LTDA ;TRANSCLINICA LTDA;Medicina de Grupo;AV. AFONSO PENA;952;CONJ. 415;CENTRO;Belo Horizonte;MG;30130003;31;32728249;32475995;masterac@veloxmail.com.br;JORGE SHIMOIDE;DIRETOR;4;29/12/1998
319988;2,56373E+12;FALÊNCIA DE VITA SAUDE LTDA ;VITA SAUDE;Medicina de Grupo;RUA DR. FRANCISCO PORTELA;2705;;ZÉ GAROTO;São Gonçalo;RJ;24880880;21;32473141;32473141;;CARLOS ALUIZIO NOGUEIRA FERNANDES;DIRETOR;;29/12/1998
406686;1,47223E+12;FALÊNCIA DE W ODONTO WEINGAERTNER COMÉRCIO E ADMINISTRAÇÃO LTDA.;W ODONTO;Odontologia de Grupo;RUA VONLUNTÁRIOS DA PÁTRIA;399;4º ANDAR;CENTRO;Porto Alegre;RS;90030003;51;2215140;2215140;;JORGE SÁVIO COSTA TEIXEIRA DOS SANTOS;;;23/07/1999
333638;6,24921E+13;FAMED ASSISTENCIA MEDICA LTDA;FAMED;Medicina de Grupo;ESTRADA DE ITAPECERICA;1809;SALA 106;JD.NOVA GERMANIA;São Paulo;SP;5835005;11;58195569;37465067;famed.am@gmail.com;LAERTE FALGETANO;SOCIO GERENTE;4;21/12/1998
412902;4,10665E+12;FAMIDENTE DE TERESOPOLIS PRESTAÇÃO DE ASSISTÊNCIA ODONTOLÓGICA;;Medicina de Grupo;AV. ALMIRANTE LUCIO MEIRA;14;SL 404;VÁRZEA CENTRO 25960-000;Teresópolis;RJ;25953001;21;7421885; ;;FANNY GUIMARAES DO CANTO;DIRETORA ADMINISTRATIVA;;22/12/2000
402401;3,00865E+12;FAMILY MED ADMINISTRAÇÃO EM SAÚDE S/C LTDA.;FAMILY MED;Medicina de Grupo;RUA AZEVEDO SOARES;602;SALA 02 - ALTOS;TATUAPÉ;São Paulo;SP;3322000;11;2948644;2958054;familymed@zipmail.com.br;MAURO HARUDI SAKUMA;XXXXXXXXXXXXXX;;22/03/1999
38466;1,71861E+13;FARMACIA SANTA MARTA LTDA;DROGARIA SANTA MARTA;Medicina de Grupo;AV. AMAZONAS;1464;;BARRO PRETO;Belo Horizonte;MG;30180003;31;2901400;2901441;santamarta@santamarta.com.br;ADIRSON DA CUNHA MEZEZES;X;;24/12/1998
334260;9,80583E+11;FAVARO ASSISTENCIA ODONTOLOGICA S/C LTDA.;FAVATO ASSISTENCIA ODONTOLOGICA S/C LTDA;Odontologia de Grupo;Rua Vigario J.J. Rodrigues;694;2 And.;CENTRO;Jundiaí;SP;13201490;11;4342176;45226415;omegacon@zaz.com.br;CLAUDIO FAVARO;SOCIO;;18/12/1998
35845;6,8529E+13;FEDERAÇAO DA UNIODONTO DA REGIAO CENTRAL DO BRASIL;UNICENTRO;Cooperativa odontológica;RUA CEL. SEVERIANO;960;;TABAJÁRAS;Uberlândia;MG;38400000;34;2361775;2368071;uniodont@triang.com.br;DR. FAUSTO LOURENÇO DA COSTA;;;22/12/1998
301051;1,4685E+11;FEDERAÇAO DAS COOP. ODONT. DO ESTADO DE SANTA CATARINA;FECODONTO;Cooperativa odontológica;RUA  VITORIA;123;;PETROPOLIS;Blumenau;SC;89010250;47;3265005;3265005;unio.sc.@nutecnet.com.br;RUBENS RENATO WEIDGENANT;PRESIDENTE;;29/12/1998
332755;8,33111E+13;FEDERAÇAO DAS SOCIEDADES COOPERATIVA DE TRABALHO MÉDICO DO P;FEDERAÇAO DAS UNIMEDS DA AMAZONIA ORIENTAL;Cooperativa Médica;TRAVESSA HUMAITA;2778;;MARCO;Belém;PA;66095220;92;33038002;32330416;contabilidade@unimedfama.com.br;WILSON YOSHIMITSU NIWA;PRESIDENTE;6;21/12/1998
344583;1,18225E+12;FEDERAÇÃO DAS UNIODONTOS DO ESTADO DE MINAS GERAIS;UNIODONTO MG;Cooperativa odontológica;AVENIDA FRANCISCO SALES;1463;4º ANDAR - SALA 401;SANTA EFIGÊNIA;Belo Horizonte;MG;30150221;31;32415521;;uniodontomg@uniodontomg.com.br;RICARDO MANOEL LOURENÇO;PRESIDENTE;4;16/12/1998
363944;1,98919E+13;FEDERAÇÃO INTERFEDERATIVA DAS COOPERATIVAS DE TRABALHO MÉDICO DO ESTADO DE MINAS GERAIS;UNIMED MG;Cooperativa Médica;AV BRASIL;491;4º ANDAR;SANTA EFIGENIA;Belo Horizonte;MG;30140000;31;32772507;32772525;relacionamentoans@unimedmg.coop.br;LUIZ OTÁVIO FERNANDES DE ANDRADE;PRESIDENTE EXECUTIVO;4;16/12/1998
358100;1,9444E+13;FERTILIZANTES FOSFATADOS S/A - FOSFERTIL;FOSFERTIL;Autogestão;ESTRADA DA CANA ;KM 11;;B.INDUST. DE UBERABA;Uberaba;MG;38001970;34;33192200;33192382;fernandamarim@fosfertil-ultrafertil.com.br;LUIZ CARLOS CRUZ;GERENTE DE REC.HUMANOS E ADMIN;;04/01/1999
350761;6,0399E+13;FERTILIZANTES SERRANA S/A;SERRANA;Autogestão;AV. MARIA COELHO AGUIAR;215;BLOCO D  2º ANDAR;JARDIM SÃO LUIZ;São Paulo;SP;5805000;11;37413202;37413185;tania eigeinman@gruposerrana.com.br;SUELENE PÔNCIO DA COSTA CORDEIRO;ASSISTENTE SOCIAL;;24/12/1998
348929;2,48902E+12;FIAMM SOGEFI BUZINAS LTDA.;FIAMM;Autogestão;AV. PIRAPORINHA;251;;PLANALTO;São Bernardo do Campo;SP;9890000;11;43412596;43412600;wilmat@sogefi.com.br;WILMA CONCEIÇÃO TORINI;ASSISTENTE SOCIAL;;07/01/1999
404004;7,38473E+13;FICAP S A;FICAP;Autogestão;VIA MATOIM;902;CIA;CENTRO INDUSTRIAL DE ARATU;Candeias;BA;43800000;71;8022221;8023174;eserafim.energia@ficap.com.br;PÉRICLES FERREIRA DE OLIVEIRA;SÓCIO;;28/04/1999
303097;8,39627E+11;FICOSA DO BRASIL LTDA;FICOSA DO BRASIL LTDA;Autogestão;Av Dr Humberto Gianella;800;;ITAQUITI;Barueri;SP;6422060;11;46122300;46122300;imperio@imperiosaude.com.br;MANOEL CARLOS PIRES;REPRESENTANTE LEGAL JUNTO À AN;;05/01/1999
353345;5,70149E+13;FILTROS MANN LTDA.;;Autogestão;ALAMEDA FILTROS MANN,;555;;JARDIM TROPICAL;Indaiatuba;SP;13330970;19;8949400;8750253;rehu@mann-hummel.com.br;JOSÉ TREVISAN;GERENTE RECURSOS HUMANOS;;30/12/1998
337404;2,89547E+13;FIOPREV - INSTITUTO OSWALDO CRUZ DE SEGURIDADE SOCIAL;FIOPREV;Autogestão;AV BRASIL;4036;3º ANDAR;MANGUINHOS;Rio de Janeiro;RJ;21040361;21;38650088;38651830;joaobarbosa@fioprev.org.br;JOÃO GONÇALVES BARBOSA NETO;DIRETOR DE ASSISTÊNCIA;4;21/12/1998
402257;7,3268E+13;FIRST ASSESSORIA E ASSISTÊNCIA ODONTOLÓGICA S/C LTDA;FIRST ASSISTÊNCIA ODONTOLÓGICA;Odontologia de Grupo;RUA ÂNGELO DE CÂNDIA;952;;SÃO MATEUS;São Paulo;SP;3958000;11;61011999;61011999;;MILTON VIEIRA FILHO;DIRETOR COMERCIAL;;19/03/1999
318744;1,445E+12;FISIODENTE CONSULTORIA E ASSESSORIA EM GESTÃO EMPRESARIAL LTDA. EPP.;FISIODENTE;Odontologia de Grupo;RUA PRESIDENTE FARIA;51;CONJ. 504;CENTRO;Curitiba;PR;80020918;41;32222668;2222668;fisiodente@fisiodente.com.br;ROSEANA MUNHOZ MAXIMO ANJOS;SOCIA GERENTE;4;17/12/1998
382213;1,80323E+13;FLENDER BRASIL LTDA;FLENDER;Autogestão;RUA QUATORZE;60;;CIDADE INDUSTRIAL;Contagem;MG;32210660;31;33692000;33311893;flender@gold.com.br;CELSO LUIZ TEIXEIRA MENDES;DIRETOR;;24/12/1998
315354;5,72904E+13;FORD BRASIL;FORD BRASIL;Autogestão;AV. TABOAO;899;PRÉDIO 01 - SALA 01;RUDGE RAMOS;São Paulo;SP;9870000;11;7549461;7549455;mediservice@mediservice.com.br;MICHEL P. POLITY;GERENTE PANEJ. SERVIÇOS MÉDICO;;28/12/1998
40140;2,29052E+12;FORTALEZA SAUDE BUCAL SC LTDA;FORDENT;Odontologia de Grupo;AV. HERACLITO GRAÇA;1570;;ALDEOTA;Fortaleza;CE;60000000;85;2247008;2617601;;OTACILIO ROCHA VASCONCELOS;XXXX;;03/03/1999
304018;1,05388E+11;FORTSAUDE ASSISTENCIA MÉDICA LTDA;INTERCLINICAS;Medicina de Grupo;AV. SANTOS DUMONT;2789;5º ANDAR;ALDEOTA;Fortaleza;CE;60150161;85;2682811;2681670;interfor@fortalnet.com.br;MÁRIO SERRANO BARBOSA;SÓCIO-GERENTE;;22/12/1998
422495;3,65172E+13;FOX OPERADORA DE PLANOS DE SAUDE EIRELI;FOX SAUDE ;Medicina de Grupo;AVENIDA PROFESSOR CARLOS CUNHA;3000;LOJA 08;JARACATY;São Luís Gonzaga do Maranhão;MA;65076820;98;991700909;;FERNANDOFRANCA@ECOCLINICMA.COM.BR;FILOMENA DO BOM PARTO ASSUNÇÃO FRANÇA ;SOCIO - ADMINISTRADORA ;;23/11/2020
405311;1,94113E+12;FRANCISCON E MARTIN & CIA S/C LTDA;CONVENIO ALFA ODONTO;Odontologia de Grupo;RUA RIO DE JANEIRO;2.215;;CENTRO;Fernandópolis;SP;15600000;17;34423454;;carnelossi@acif.com.br;MÁRCIO MELLO CARNELOSSI;;;24/06/1999
40570;3,21889E+12;FRANÇA BERNIZ ODONTOLOGIA S/C LTDA.;FRANÇA BERNIZ ODONTOLOGIA;Odontologia de Grupo;R.DOM JOSÉ DE BARROS;152;3º ANDAR SALA 33;CENTRO;São Paulo;SP;1038000;11;2585956;55899801 (Fonefax da;;MARA RUBIA LOBATO FRANÇA BERNIZ;;;01/07/1999
406830;2,39867E+12;FREE DENT PLANOS E ASSISTÊNCIA ODONTOLÓGICA S/C LTDA;FREE DENT PLANOS E ASSISTÊNCIA ODONTOLÓGICA S/C LTDA;Odontologia de Grupo;RUA ALFERES POLI;507;;CENTRO;Curitiba;PR;80230090;41;30137770;30237770;veronica@freedent.odo.br;RENEU ERNSEN;SOCIO GERENTE;4;30/07/1999
405248;7,60267E+13;FREE DENT PLANOS ODONTÓLOGICOS LTDA;FREE DENT;Odontologia de Grupo;RUA ALFERES POLI;507;;CENTRO;Curitiba;PR;80230090;41;30137770;30137770;freedent@freedentplanos.com.br;ANDRESSA FATIMA DA SILVA ERNSEN;REPRESENTANTE LEGAL;4;18/06/1999
351091;2,87796E+12;FREE LIFE OPERADORA DE PLANOS DE SAÚDE LTDA;FREE LIFE SAÚDE;Medicina de Grupo;RUA GUILHERME ROCHA;1535;ALTOS;CENTRO;Fortaleza;CE;60030141;85;34558600;34558600;boscoluna@freelife.com.br;JOÃO BOSCO BARBOSA DE LUNA;SÓCIO GERENTE;5;16/12/1998
364371;7,66293E+13;FUNBEP - FUNDO DE PENSÃO MULTIPATROCINADO;PASS 2000;Autogestão;Rua Mal. Deodoro;421;;CENTRO;Curitiba;PR;80020320;41;3097263;3097130;juracy@funbep.com.br;JURACY PAZINI MOREIRA;GERENTE DE ASSISTÊNCIA;;17/12/1998
306991;1,72139E+13;FUNDACAO SIDERTUBE;FUNDAÇÃO SIDERTUBE;Autogestão;RUA PARACATU;600;;BARRO PRETO;Belo Horizonte;MG;30180090;31;33301629;33301667;fundacao@vmtubes.com.br;ANGELO ISSA;SUPERINTENDENTE EXECUTIVO;;23/12/1998
379379;2,782E+13;FUNDAÇAO ASSISTENCIAL BRAHMA;FUNDAÇAO ASSISTENCIAL BRAHMA;Autogestão;AV. MARIA COELHO AGUIAR;215;BLOCO F - 6º ANDAR;JARDIM SÃO LUIZ;São Paulo;SP;5805000;11;37417398;37411531;mediservice@mediservice.com.br;;;;28/12/1998
